idx	subject	confidence	is_duplicate	in_repo	drop_reason	url_rewritten	note	record_type	word_count	url	title
332	transformers	hi						markdown	2595	https://github.com/rasbt/LLMs-from-scratch/blob/main/appendix-D/01_main-chapter-code/appendix-D.ipynb	LLMs-from-scratch/appendix-D/01_main-chapter-code/appendix-D.ipynb at main · rasbt/LLMs-from-scratch · GitHub
333	llm-landscape	hi						markdown	177	https://x.ai/blog/grok-os	Open Release of Grok-1 | SpaceXAI
334	llm-inference-optimization	hi						markdown	242	https://www.deeplearning.ai/short-courses/efficiently-serving-llms/	Efficiently Serving LLMs - DeepLearning.AI
335	llm-finetuning	hi						markdown	2855	https://huggingface.co/blog/cosmopedia	Cosmopedia: how to create large-scale synthetic data for pre-training Large Language Models
336	ai-engineering	hi						markdown	9647	https://www.confident-ai.com/blog/llm-evaluation-metrics-everything-you-need-for-llm-evaluation?utm_source=substack&utm_medium=email	LLM Evaluation Metrics: The Ultimate LLM Evaluation Guide - Confident AI
337	llm-inference-optimization	hi						markdown	1827	https://www.dipkumar.dev/becoming-the-unbeatable/posts/gpt-kvcache/	Speeding up the GPT - KV cache | Becoming The Unbeatable against AGI
338	llm-finetuning	hi						markdown	478	https://github.com/mistralai-sf24/hackathon/blob/main/finetune/distributed.py	hackathon/finetune/distributed.py at main · mistralai-sf24/hackathon · GitHub
339	llm-landscape	hi						markdown	3692	https://a16z.com/generative-ai-enterprise-2024/	16 Changes to the Way Enterprises Are Building and Buying Generative AI | Andreessen Horowitz
340	ai-engineering	hi						markdown	145	https://www.udacity.com/course/building-real-world-applications-with-large-language-models--cd13455	Building Real-World Applications With Large Language Models | Udacity
341	llm-inference-optimization	hi						markdown	305	https://huggingface.co/docs/text-generation-inference/en/index	Text Generation Inference · Hugging Face
342	transformers	hi						markdown	2303	https://github.com/gordicaleksa/pytorch-original-transformer	GitHub - gordicaleksa/pytorch-original-transformer: My implementation of the original transformer model (Vaswani et al.). I've additionally included the playground.py file for visualizing otherwise seemingly hard concepts. Currently included IWSLT pretrain
343	ml-foundations	lo						markdown	918	https://github.com/google-deepmind/penzai?tab=readme-ov-file	GitHub - google-deepmind/penzai: A JAX research toolkit for building, editing, and visualizing neural networks. · GitHub
344	llm-finetuning	hi						markdown	4046	https://www.answer.ai/posts/2024-04-26-fsdp-qdora-llama3.html	Efficient finetuning of Llama 3 with FSDP QDoRA – Answer.AI
345	llm-finetuning	hi						markdown	17453	https://www.latent.space/p/fastai	The End of Finetuning — with Jeremy Howard of Fast.ai
346	llm-finetuning	hi						markdown	2380	https://www.philschmid.de/fsdp-qlora-llama3	Efficiently fine-tune Llama 3 with PyTorch FSDP and Q-Lora
347	transformers	hi						markdown	5345	https://github.com/rasbt/LLMs-from-scratch/blob/main/ch06/01_main-chapter-code/ch06.ipynb	LLMs-from-scratch/ch06/01_main-chapter-code/ch06.ipynb · rasbt/LLMs-from-scratch
348	llm-finetuning	hi						bookmark	0	https://youtu.be/t-0s_2uZZU0?si=XYAtebcm-9Tkdph9	Generative AI Fine Tuning LLM Models Crash Course - YouTube
349	llm-finetuning	hi						bookmark	0	https://youtu.be/hDa-M91MSGU?si=LkS1nNfrcqCC1wLZ	Fine-tune PaliGemma for image to JSON use cases - YouTube
350	llm-finetuning	hi						markdown	182	https://gist.github.com/awni/773e2a12079da40a1cbc566686c84c8f	MLX LM LoRA Fine Tune.ipynb · GitHub
351	llm-finetuning	hi						bookmark	0	https://x.com/hamelhusain/status/1798353336145674483?s=46	"Hamel Husain on X: "". @johnowhitaker &#x27;s talk: Napkin Math For Fine Tuning was so popular that we ended up doing an encore! He answers q&#x27;s like: - When should I use LoRA? Quantization? GC? - What’s the cheapest option? most accurate? - What hardwa"
352	llm-finetuning	hi						bookmark	0	https://x.com/_philschmid/status/1798388387822317933?s=46	"Philipp Schmid on X: ""Creating a Pipeline for Generating Synthetic Data for Fine-Tuning Custom Embedding Models. 👀 Step 1 Create a Knowledge Base: Start with preparing your domain specific knowledge base, such as PDFs or other documents containing informa"
353	llm-finetuning	hi						markdown	122	https://github.com/davanstrien/data-for-fine-tuning-llms	GitHub - davanstrien/data-for-fine-tuning-llms · GitHub
354	llm-finetuning	hi						markdown	5848	https://mlops.systems/posts/2024-06-15-isafpr-first-finetune.html	Finetuning my first LLM(s) for structured data extraction with axolotl – Alex Strick van Linschoten
355	transformers	hi						markdown	6826	https://github.com/rasbt/LLMs-from-scratch/blob/main/ch07/01_main-chapter-code/ch07.ipynb	LLMs-from-scratch/ch07/01_main-chapter-code/ch07.ipynb at main · rasbt/LLMs-from-scratch · GitHub
356	ai-engineering	hi						markdown	1704	https://changes.openinterpreter.com/log/local-iii	Open Interpreter - Introducing Local III
357	transformers	hi						markdown	257	https://huggingface.co/papers/2406.11813	Paper page - How Do Large Language Models Acquire Factual Knowledge During Pretraining?
358	llm-finetuning	hi						markdown	242	https://github.com/OpenAccess-AI-Collective/axolotl/tree/main/examples	axolotl/examples at main · axolotl-ai-cloud/axolotl · GitHub
359	ml-foundations	hi						markdown	2988	https://nrehiew.github.io/blog/pytorch/	Taking PyTorch for Granted | wh
360	ml-foundations	hi						markdown	1617	https://ml-science-book.com/supervised-ml.html	2 Bare-Bones Supervised Machine Learning – Supervised Machine Learning for Science
361	ml-foundations	lo						markdown	963	https://github.com/stas00/ml-engineering/tree/master	GitHub - stas00/ml-engineering: Machine Learning Engineering Open Book · GitHub
362	llm-finetuning	hi						markdown	338	https://www.deeplearning.ai/short-courses/intro-to-federated-learning/	Intro to Federated Learning - DeepLearning.AI
363	llm-inference-optimization	hi						markdown	2369	https://bentoml.com/blog/benchmarking-llm-inference-backends	Benchmarking LLM Inference Backends
364	llm-finetuning	lo						markdown	826	https://hamel.dev/blog/posts/course/	An Open Course on LLMs, Led by Practitioners – Hamel’s Blog
365	llm-finetuning	lo						markdown	134	https://flower.ai/	Flower: Advance Collaborative Superintelligence
366	transformers	hi						bookmark	0	https://youtu.be/kPGTx4wcm_w?si=HloQuCjHDApzBGOj	Developing an LLM: Building, Training, Finetuning - YouTube
367	ai-engineering	hi	dup					markdown	265	https://www.deeplearning.ai/short-courses/improving-accuracy-of-llm-applications/	Improving Accuracy of LLM Applications - DeepLearning.AI
368	llm-landscape	hi						markdown	240	https://www.axios.com/2024/06/23/leopold-aschenbrenner-ai-future-silicon-valley?utm_medium=social&utm_campaign=editorial&utm_source=twitter	"Leopold Aschenbrenner's ""Situational Awareness"": AI from now to 2034"
369	llm-inference-optimization	hi						markdown	1090	https://github.com/Lightning-AI/litserve	GitHub - Lightning-AI/LitServe: A minimal Python framework for building custom AI inference servers with full control over logic, batching, and scaling. · GitHub
370	cuda	hi						markdown	3220	https://github.com/linkedin/Liger-Kernel	GitHub - linkedin/Liger-Kernel: Efficient Triton Kernels for LLM Training · GitHub
371	ml-foundations	hi	dup					bookmark	0	https://www.youtube.com/watch?v=VMj-3S1tku0&list=PPSV	The spelled-out intro to neural networks and backpropagation: building micrograd - YouTube
372	llm-finetuning	hi						markdown	416	https://distilabel.argilla.io/latest/	Distilabel Docs
373	llm-finetuning	hi						markdown	20	https://lightning.ai/lightning-ai/studios/create-synthetic-datasets-with-llama-3-1?utm_source=akshay	Create synthetic datasets with Llama 3.1 - a Lightning template by akshay
374	ai-engineering	hi						markdown	256	https://v0.dev/chat	v0 by Vercel - Build Full-Stack Web Apps with AI
375	llm-inference-optimization	hi						markdown	718	https://github.com/zml/zml	GitHub - zml/zml: Any model. Any hardware. Zero compromise. Built with @ziglang / @openxla / MLIR / @bazelbuild · GitHub
376	ai-engineering	hi						markdown	972	https://docs.ell.so/	Introduction | ell documentation
377	_inbox	hi			private Colab drive link, no content			bookmark	0	https://colab.research.google.com/drive/1T5-zKWM_5OD21QHwXHiV9ixTRR7k3iB9?usp=sharing	Google Colab
378	llm-landscape	hi						markdown	3806	https://huggingface.co/blog/llama32	Llama can now see and run on your device - welcome Llama 3.2
379	llm-landscape	lo			Hugging Face blog index, not an article			markdown	534	https://huggingface.co/blog	Hugging Face – Blog
380	ai-engineering	hi						markdown	2100	https://github.com/SylphAI-Inc/llm-engineer-handbook	GitHub - SylphAI-Inc/LLM-engineer-handbook: A curated list of Large Language Model resources, covering model training, serving, fine-tuning, and building LLM applications. · GitHub
381	llm-finetuning	hi						markdown	3111	https://github.com/cohere-ai/cohere-finetune	GitHub - cohere-ai/cohere-finetune: A tool that facilitates easy, efficient and high-quality fine-tuning of Cohere's models · GitHub
382	transformers	hi	dup					markdown	1555	https://github.com/rasbt/LLMs-from-scratch?tab=readme-ov-file#bonus-material	GitHub - rasbt/LLMs-from-scratch: Implement a ChatGPT-like LLM in PyTorch from scratch, step by step · GitHub
383	_inbox	hi			job posting, no knowledge content			markdown	610	https://boards.greenhouse.io/anthropic/jobs/4406493008	Jobs at Anthropic
384	transformers	hi						markdown	1704	https://microsoft.github.io/LLM2CLIP/	LLM2CLIP: Powerful Language Model Unlock Richer Visual Representation
385	transformers	hi						markdown	59691	https://aman.ai/primers/ai/LLM/	Aman's AI Journal • Primers • Overview of Large Language Models
386	rag-retrieval	hi	dup					markdown	3326	https://github.com/illuin-tech/colpali#community-projects	GitHub - illuin-tech/colpali: The code used to train and run inference with the ColVision models, e.g. ColPali, ColQwen2, and ColSmol. · GitHub
387	transformers	hi	dup					markdown	454	http://thelmbook.com/	The Hundred-Page Language Models Book by Andriy Burkov
388	ai-engineering	hi						markdown	385	https://github.com/adithya-s-k/AI-Engineering.academy?tab=readme-ov-file#-why-choose-ai-engineering-academy	GitHub - adithya-s-k/AI-Engineering.academy: Mastering Applied AI, One Concept at a Time · GitHub
389	llm-finetuning	hi						markdown	3938	https://www.philschmid.de/fine-tune-llms-in-2025	How to fine-tune open LLMs in 2025 with Hugging Face
390	transformers	hi						markdown	317	https://github.com/SkalskiP/vlms-zero-to-hero	GitHub - SkalskiP/vlms-zero-to-hero: This series will take you on a journey from the fundamentals of NLP and Computer Vision to the cutting edge of Vision-Language Models. · GitHub
391	llm-landscape	lo						markdown	2275	https://simonwillison.net/2024/Dec/9/llama-33-70b/#atom-everything	I can now run a GPT-4 class model on my laptop
392	llm-landscape	hi						markdown	846	https://mistral.ai/news/codestral-2501/	Codestral 25.01 | Mistral AI
393	llm-landscape	hi						markdown	5833	https://magazine.sebastianraschka.com/p/ai-research-papers-2024-part-2?utm_source=post-email-title&publication_id=1174659&post_id=153692738&utm_campaign=email-post-title&isFreemail=true&r=1csfkw&triedRedirect=true&utm_medium=email	Noteworthy AI Research Papers of 2024 (Part Two)
394	llm-finetuning	hi						bookmark	0	https://www.kaggle.com/code/iamleonie/fine-tuning-gemma-2-jpn-for-yomigana-with-lora	Fine-tuning Gemma 2 JPN for Yomigana with LoRA | Kaggle
395	transformers	hi						markdown	203	https://arxiv.org/abs/2501.09223	[2501.09223] Foundations of Large Language Models
396	llm-finetuning	hi						markdown	2572	https://github.com/bespokelabsai/curator	GitHub - bespokelabsai/curator: Synthetic data curation for post-training and structured data extraction · GitHub
397	llm-finetuning	hi						markdown	3276	https://www.interconnects.ai/p/deepseek-r1-recipe-for-o1	DeepSeek R1's recipe to replicate o1 and the future of reasoning LMs
398	rag-retrieval	hi						markdown	27909	https://news.ycombinator.com/item?id=42952605	Ingesting PDFs and why Gemini 2.0 changes everything | Hacker News
399	transformers	hi						markdown	2245	https://www.answer.ai/posts/2025-02-10-modernbert-instruct.html	TIL: Masked Language Models Are Surprisingly Capable Zero-Shot Learners – Answer.AI
400	llm-finetuning	hi				yes	Colab -> raw GitHub notebook	bookmark	0	https://raw.githubusercontent.com/huggingface/notebooks/main/course/en/chapter13/grpo_finetune.ipynb	GRPO fine-tuning notebook (HF LLM course, ch13)
401	llm-landscape	hi						markdown	856	https://developers.googleblog.com/en/introducing-gemma3/	Introducing Gemma 3: The Developer Guide - Google Developers Blog
402	llm-inference-optimization	hi						markdown	2243	https://github.com/neuralmagic/guidellm	GitHub - vllm-project/guidellm: Evaluate and Enhance Your LLM Deployments for Real-World Inference Needs · GitHub
403	llm-finetuning	hi						markdown	1423	https://unsloth.ai/blog/gemma3	Fine-tune Gemma 3 with Unsloth
404	llm-finetuning	lo			truncated Colab URL, ambiguous (2-4 candidate notebooks)			bookmark	0	https://colab.research.google.com/github/unslothai/notebooks/blob/main/nb/Llama3.1_(8B	Google Colab
405	rag-retrieval	hi						markdown	1630	https://huggingface.co/ds4sd/SmolDocling-256M-preview	docling-project/SmolDocling-256M-preview · Hugging Face
406	llm-landscape	hi						markdown	561	https://mistral.ai/news/mistral-small-3-1	Mistral Small 3.1 | Mistral AI
407	llm-landscape	hi						markdown	2254	https://huggingface.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503	mistralai/Mistral-Small-3.1-24B-Instruct-2503 · Hugging Face
408	llm-landscape	hi						markdown	1559	https://johnowhitaker.dev/essays/future-ai.html	My Thoughts on the Future of “AI” – johnowhitaker.dev
409	rag-retrieval	hi						markdown	6201	https://huggingface.co/blog/train-reranker	Training and Finetuning Reranker Models with Sentence Transformers
410	llm-finetuning	hi						markdown	166	https://huggingface.co/reasoning-course	reasoning-course (Hugging Face Reasoning Course)
411	llm-finetuning	hi						markdown	1963	https://www.alphaxiv.org/abs/2501.17161	SFT Memorizes, RL Generalizes: A Comparative Study of Foundation Model Post-training | alphaXiv
412	llm-finetuning	hi						markdown	2889	https://docs.unsloth.ai/basics/datasets-guide	Datasets Guide | Unsloth Documentation
413	llm-finetuning	hi						markdown	367	https://docs.mistral.ai/capabilities/finetuning/classifier_factory/	Mistral Docs
414	llm-inference-optimization	lo						markdown	2173	https://huggingface.co/docs/inference-providers/en/index	Inference Providers · Hugging Face
415	llm-finetuning	lo				yes	Colab -> raw GitHub notebook	bookmark	0	https://raw.githubusercontent.com/unslothai/notebooks/main/nb/Meta_Synthetic_Data_Llama3_2_(3B).ipynb	Google Colab
416	llm-landscape	hi						markdown	2420	https://www.latent.space/p/2025-papers	The 2025 AI Engineering Reading List - Latent.Space
417	llm-finetuning	hi						markdown	4136	https://github.com/Goekdeniz-Guelmez/mlx-lm-lora	GitHub - Goekdeniz-Guelmez/mlx-lm-lora: Train Large Language Models on MLX. · GitHub
418	llm-landscape	hi						markdown	598	https://mistral.ai/news/devstral	Devstral | Mistral AI
419	llm-landscape	hi						markdown	6802	https://marin.readthedocs.io/en/latest/reports/marin-8b-retro/	Marin 8B Retro - Marin Documentation
420	llm-inference-optimization	hi						markdown	514	https://github.com/jax-ml/scaling-book/	"GitHub - jax-ml/scaling-book: Home for ""How To Scale Your Model"", a short blog-style textbook about scaling LLMs on TPUs · GitHub"
421	ai-engineering	lo						markdown	4750	https://github.com/spiceai/spiceai	GitHub - spiceai/spiceai: Add a real-time analytics node to your operational database. Spice is a portable, accelerated SQL query, search, and LLM-inference engine in Rust for data-grounded AI apps and agents. · GitHub
422	llm-finetuning	hi						bookmark	0	https://youtu.be/HNpYAz_I4yY?si=dJlVtPt8852lCHfv	Advanced Data Prep and Visualisation Techniques for Fine-tuning LLMs - YouTube
423	rag-retrieval	lo						markdown	1842	http://deepdive.stanford.edu/quickstart	DeepDive Quick Start - DeepDive
424	ai-engineering	hi						markdown	5593	https://deepwiki.com/	DeepWiki | AI documentation you can talk to, for every repo
425	ai-engineering	hi						markdown	458	https://www.deeplearning.ai/short-courses/orchestrating-workflows-for-genai-applications/	Orchestrating Workflows for GenAI Applications - DeepLearning.AI
426	ml-foundations	lo						markdown	530	https://keras.io/keras_hub/	KerasHub
427	llm-finetuning	hi						markdown	2136	https://unsloth.ai/docs/new/faster-moe	Fine-tune MoE Models 12x Faster with Unsloth | Unsloth Documentation
428	llm-landscape	hi						bookmark	0	https://openrouter.ai/z-ai/glm-5	GLM 5 - API Pricing & Benchmarks | OpenRouter
429	llm-inference-optimization	hi						markdown	1445	https://modal.com/docs/examples/very_large_models	Serve very large language models (DeepSeek V3, Kimi-K2, GLM 4.7/5) | Modal Docs
430	llm-finetuning	hi						markdown	2283	https://github.com/Goekdeniz-Guelmez/mlx-lm-lora-example-notebooks/blob/main/finetuning/Qwen3_4B_Instruct_32k.ipynb	mlx-lm-lora-example-notebooks/finetuning/Qwen3_4B_Instruct_32k.ipynb at main · Goekdeniz-Guelmez/mlx-lm-lora-example-notebooks · GitHub
431	rag-retrieval	hi						markdown	3367	https://huggingface.co/datasets/uv-scripts/ocr	uv-scripts/ocr · Datasets at Hugging Face
432	llm-finetuning	hi						markdown	950	https://huggingface.co/blog/unsloth-jobs	Train AI models with Unsloth and Hugging Face Jobs for FREE
433	ml-foundations	lo						markdown	1241	https://complete-pathway.vizuara.ai/	10-Course AI & ML Bundle | Vizuara AI Labs
434	llm-landscape	lo						markdown	151	https://www.baseten.co/about-us/	Meet the engineers behind Baseten
435	llm-inference-optimization	hi						markdown	928	https://github.com/AlexsJones/llmfit	GitHub - AlexsJones/llmfit: Hundreds of models & providers. One command to find what runs on your hardware. · GitHub
436	ml-foundations	lo						markdown	673	https://pods.vizuara.ai/	Vizuara AI Pods — Learn AI from First Principles
437	llm-inference-optimization	lo						markdown	196	https://arxiv.org/abs/2603.03075	[2603.03075] TinyIceNet: Low-Power SAR Sea Ice Segmentation for On-Board FPGA Inference
438	llm-inference-optimization	hi						markdown	324	https://www.baseten.co/inference-engineering/	Inference Engineering | Baseten Books
439	llm-landscape	hi						markdown	1353	https://mistral.ai/news/leanstral	Leanstral: Open-Source foundation for trustworthy vibe-coding | Mistral AI
440	llm-finetuning	hi						markdown	1315	https://unsloth.ai/docs/new/studio	Introducing Unsloth Studio | Unsloth Documentation
441	rag-retrieval	hi						markdown	1564	https://huggingface.co/baidu/Qianfan-OCR	baidu/Qianfan-OCR · Hugging Face
442	llm-inference-optimization	hi						markdown	1648	https://unsloth.ai/docs/models/gemma-4	Gemma 4 - How to Run Locally | Unsloth Documentation
443	llm-landscape	lo					thin product docs; kept as a provider record	markdown	146	https://docs.anarchai.org/	Docs - Mesh LLM
444	llm-finetuning	hi						markdown	1588	https://unsloth.ai/docs/models/gemma-4/train	Gemma 4 Fine-tuning Guide | Unsloth Documentation
445	llm-inference-optimization	hi						markdown	1576	https://www.suryasure.com/articles/breaking-down-turboquant	Surya Sure
446	rag-retrieval	hi						markdown	2160	https://huggingface.co/tiiuae/Falcon-OCR	tiiuae/Falcon-OCR · Hugging Face
447	rag-retrieval	hi						markdown	1968	https://github.com/tiiuae/Falcon-Perception	GitHub - tiiuae/Falcon-Perception: Inference repo for Falcon-Perception and Falcon-OCR model, early-fusion, natively multimodal, dense Autoregressive Transformer models. · GitHub
448	llm-inference-optimization	hi						markdown	2901	https://machinelearningmastery.com/from-prompt-to-prediction-understanding-prefill-decode-and-the-kv-cache-in-llms/	From Prompt to Prediction: Understanding Prefill, Decode, and the KV Cache in LLMs - MachineLearningMastery.com
449	llm-finetuning	hi						markdown	2680	https://github.com/mattmireles/gemma-tuner-multimodal	GitHub - mattmireles/gemma-tuner-multimodal: Fine-tune Gemma 4 and 3n with audio, images and text on Apple Silicon, using PyTorch and Metal Performance Shaders. · GitHub
450	llm-finetuning	hi						markdown	3763	https://github.com/ARahim3/mlx-tune	GitHub - ARahim3/mlx-tune: Fine-tune LLMs on your Mac with Apple Silicon. SFT, DPO, GRPO, Vision, TTS, STT, Embedding, and OCR fine-tuning — natively on MLX. Unsloth-compatible API. · GitHub
451	llm-inference-optimization	hi						markdown	1652	https://inference.vizuara.ai/	Inference Engineering Workshop · Vizuara AI Labs
452	llm-landscape	hi						markdown	982	https://www.liquid.ai/blog/lfm2-5-vl-450m	LFM2.5-VL-450M: Structured Visual Intelligence, Edge to Cloud | Blog | Liquid AI
453	llm-inference-optimization	hi						bookmark	0	https://learn.deeplearning.ai/courses/efficient-inference-with-sglang-text-and-image-generation/information	Efficient Inference with SGLang: Text and Image Generation - DeepLearning.AI
454	llm-inference-optimization	lo						markdown	647	https://docs.openclaw.ai/providers/inferrs	Inferrs - OpenClaw
455	llm-inference-optimization	hi						markdown	711	https://modal.com/blog/physical-intelligence-runs-real-time-remote-inference-for-robotic-control-on-modal	Real-time inference for robots at Physical Intelligence
456	llm-inference-optimization	hi						markdown	1033	https://www.webai.com/blog/running-yolo26-natively-on-apple-silicon-with-mlx	Running YOLO26 Natively on Apple Silicon with MLX | webAI
457	llm-landscape	hi						markdown	921	https://github.com/google-research/timesfm	GitHub - google-research/timesfm: TimesFM (Time Series Foundation Model) is a pretrained time-series foundation model developed by Google Research for time-series forecasting. · GitHub
458	ai-engineering	hi						markdown	1718	https://www.akashtandon.in/interactive-explainers/dspy/	DSPy: Programming - Not Prompting - Language Models
459	llm-finetuning	hi						markdown	712	https://rlhfbook.com/course	Post-Training Course by Nathan Lambert
460	llm-inference-optimization	hi						markdown	1124	https://github.com/avbiswas/neural-txt	GitHub - avbiswas/neural-txt: Super fast local inferencing for common NLP tasks on technical text · GitHub
461	llm-landscape	lo						markdown	1512	https://huggingface.co/openai/privacy-filter	openai/privacy-filter · Hugging Face
462	llm-landscape	lo						bookmark	0	https://build.nvidia.com/models	Models | Try NVIDIA NIM APIs
463	llm-finetuning	hi						markdown	2734	https://shopify.engineering/fine-tuning-agent-shopify-flow	Flow generation through natural language: An agentic modeling approach (2026) - Shopify
464	llm-landscape	lo						markdown	81	https://reiner-flashcards.vercel.app/	Dwarkesh Podcast Flashcards
465	transformers	hi						markdown	3490	https://github.com/amitshekhariitbhu/llm-internals	GitHub - amitshekhariitbhu/llm-internals: Learn LLM internals step by step - from tokenization to attention to inference optimization. · GitHub
466	llm-finetuning	hi						markdown	4240	https://leoniemonigatti.com/blog/fine-tuning-lfm2-5-1-2b-instruct-with-grpo.html	Fine-tuning LFM2.5-1.2B-Instruct with GRPO – Leonie Monigatti
467	transformers	lo						markdown	206	https://book.theaiedge.io/	The Big Book of LLMs
468	llm-finetuning	hi						markdown	3229	https://github.com/walkinglabs/hands-on-modern-rl	GitHub - walkinglabs/hands-on-modern-rl: 🚀 An open-source, hands-on curriculum bridging the gap from basic RL concepts to LLM alignment, RLVR, and advanced Agentic systems. · GitHub
469	llm-inference-optimization	hi						markdown	459	https://omlx.ai/	oMLX — LLM inference, optimized for your Mac
470	ai-engineering	hi						markdown	340	https://huggingface.co/context-course	context-course (Hugging Face Context Course)
471	cuda	hi		cuda				markdown	5304	https://modal.com/blog/truly-serverless-gpus	How we achieved truly serverless GPUs
472	llm-landscape	hi						markdown	2765	https://www.datadoghq.com/blog/ai/toto-2/	Toto 2.0: Time series forecasting enters the scaling era | Datadog
473	llm-finetuning	hi						markdown	3090	https://akyrillidis.github.io/aiowls/adapad.html	From PCA to LoRA · AI-OWLS
474	llm-finetuning	hi						markdown	276	https://github.com/walkinglabs/hands-on-modern-rl/releases/tag/v0.1.5	Release Hands-On Modern RL Open Textbook v0.1.5 · walkinglabs/hands-on-modern-rl · GitHub
475	llm-finetuning	hi						markdown	1112	https://rl-production.vizuara.ai/	Reinforcement Learning in Production — Vizuara AI Labs
476	llm-inference-optimization	lo						markdown	5335	https://magazine.sebastianraschka.com/p/recent-developments-in-llm-architectures	Recent Developments in LLM Architectures: KV Sharing, mHC, and Compressed Attention
477	llm-inference-optimization	hi						markdown	2939	https://www.tensortonic.com/llm-internals/kv-cache	KV Cache in LLMs Explained: How Transformers Make Inference Fast | TensorTonic
478	llm-inference-optimization	hi						markdown	162	https://github.com/Mog9/research-papers	GitHub - Mog9/research-papers: Research implementations focused on inference efficiency and model optimization. Includes custom Triton kernels, LoRA, knowledge distillation pipelines, and more. · GitHub
479	_inbox	hi			x.com post, no retrievable content			bookmark	0	https://x.com/theahmadosman/status/2057183854444843202?s=12	"Ahmad on X: ""https://t.co/kvDM29hgTL"" / X"
480	transformers	hi						markdown	4880	https://huggingface.co/blog/modernbert	Finally, a Replacement for BERT: Introducing ModernBERT
481	transformers	hi						markdown	458	https://simonwillison.net/2024/Dec/24/modernbert/	Finally, a replacement for BERT: Introducing ModernBERT
482	llm-finetuning	hi						markdown	1758	https://www.philschmid.de/fine-tune-modern-bert-in-2025	Fine-tune classifier with ModernBERT in 2025
483	_inbox	hi			dead or blocked page			markdown	38	https://drchrislevy.github.io/posts/modern_bert/modern_bert.html	Site not found · GitHub Pages
484	llm-finetuning	hi						markdown	476	https://github.com/andysingal/llm-course/blob/main/llama_finetune/README.md	llama_finetune/README.md · andysingal/llm-course
485	llm-landscape	lo						markdown	173	https://ollama.com/library/llama3	llama3
486	llm-landscape	lo						markdown	537	https://ollama.com/library/llama3.3	llama3.3
487	ai-engineering	lo						markdown	3040	https://modal.com/blog/qart-codes-evals	How we used evals and inference-time compute scaling to generate beautiful QR codes that actually work
488	llm-finetuning	hi						markdown	318	https://huggingface.co/learn/llm-course/chapter3/1	Introduction · Hugging Face
489	llm-finetuning	hi						markdown	2604	https://docs.unsloth.ai/get-started/fine-tuning-guide/lora-hyperparameters-guide	LoRA fine-tuning Hyperparameters Guide | Unsloth Documentation
490	transformers	hi					title repaired from URL slug	markdown	3096	https://medium.com/@atharv6f_47401/wordpiece-tokenization-a-bpe-variant-73cc48865cbf	WordPiece Tokenization: A BPE Variant
491	transformers	hi						markdown	4719	https://sebastianraschka.com/blog/2025/bpe-from-scratch.html	BPE Tokenizer From Scratch | Sebastian Raschka, PhD
492	transformers	hi						markdown	2158	https://huggingface.co/learn/llm-course/en/chapter6/5	Byte-Pair Encoding tokenization · Hugging Face
493	llm-finetuning	hi						markdown	3312	https://docs.unsloth.ai/tutorials/how-to-finetune-llama-3-and-export-to-ollama	Tutorial: How to Finetune Llama-3 and Use In Ollama | Unsloth Documentation
494	llm-finetuning	hi						markdown	1717	https://docs.unsloth.ai/basics/gemma-3n-how-to-run-and-fine-tune#fixes-for-gemma-3n	Gemma 3n: How to Run & Fine-tune | Unsloth Documentation
495	llm-finetuning	hi						markdown	527	https://github.com/huggingface/huggingface-gemma-recipes	GitHub - huggingface/huggingface-gemma-recipes: Inference, Fine Tuning and many more recipes with Gemma family of models · GitHub
496	ai-engineering	lo						markdown	376	https://ai.google.dev/gemma/docs/core/prompt-structure	Gemma formatting and system instructions | Google AI for Developers
497	llm-finetuning	hi						bookmark	0	https://www.kaggle.com/code/danielhanchen/gemma-3n-4b-multimodal-finetuning-inference	Gemma 3N 4B Multimodal finetuning + inference | Kaggle
498	llm-finetuning	hi						markdown	645	https://docs.unsloth.ai/basics/tutorials-how-to-fine-tune-and-run-llms	Large language model (LLMs) Tutorials | Unsloth Documentation
499	llm-finetuning	hi						markdown	4740	https://towardsdatascience.com/how-to-finetune-small-language-models-to-think-with-reinforcement-learning/	How to Fine-Tune Small Language Models to Think with Reinforcement Learning | Towards Data Science
500	llm-finetuning	hi						markdown	2657	https://cookbook.openai.com/articles/gpt-oss/fine-tune-transfomers	Fine-tuning with gpt-oss and Hugging Face Transformers
501	llm-finetuning	hi						bookmark	0	https://youtu.be/oZoy79S-edw?si=Azs4u-aLOGYeV8V6	GPT OSS Release, Inference and Fine tuning - YouTube
502	llm-finetuning	hi						markdown	2093	https://docs.unsloth.ai/get-started/fine-tuning-llms-guide?utm_source=perplexity	Fine-tuning LLMs Guide | Unsloth Documentation
503	llm-finetuning	lo						markdown	2843	https://docs.unsloth.ai/basics/gpt-oss-how-to-run-and-fine-tune	gpt-oss: How to Run Guide | Unsloth Documentation
504	llm-finetuning	lo			truncated Colab URL, ambiguous (2-4 candidate notebooks)			bookmark	0	https://colab.research.google.com/github/unslothai/notebooks/blob/main/nb/gpt-oss-(20B	Google Colab
505	llm-finetuning	hi						markdown	227	https://huggingface.co/papers/2507.04009	Paper page - Easy Dataset: A Unified and Extensible Framework for Synthesizing LLM Fine-Tuning Data from Unstructured Documents
