outcome	url	resulting_title
BOOKMARK	https://learn.deeplearning.ai/courses/efficient-inference-with-sglang-text-and-image-generation/information	Efficient Inference with SGLang: Text and Image Generation - DeepLearning.AI
MARKDOWN	https://docs.openclaw.ai/providers/inferrs	Inferrs - OpenClaw
MARKDOWN	https://modal.com/blog/physical-intelligence-runs-real-time-remote-inference-for-robotic-control-on-modal	Real-time inference for robots at Physical Intelligence
MARKDOWN	https://www.webai.com/blog/running-yolo26-natively-on-apple-silicon-with-mlx	Running YOLO26 Natively on Apple Silicon with MLX | webAI
MARKDOWN	https://github.com/google-research/timesfm	GitHub - google-research/timesfm: TimesFM (Time Series Foundation Model) is a pretrained time-series foundation model developed by Google Research for time-series forecasting. · GitHub
SKIP-DUP	https://github.com/hiyouga/LlamaFactory	
MARKDOWN	https://www.akashtandon.in/interactive-explainers/dspy/	DSPy: Programming - Not Prompting - Language Models
MARKDOWN	https://rlhfbook.com/course	Post-Training Course by Nathan Lambert
MARKDOWN	https://github.com/avbiswas/neural-txt	GitHub - avbiswas/neural-txt: Super fast local inferencing for common NLP tasks on technical text · GitHub
MARKDOWN	https://huggingface.co/openai/privacy-filter	openai/privacy-filter · Hugging Face
MARKDOWN	https://build.nvidia.com/models	models
MARKDOWN	https://shopify.engineering/fine-tuning-agent-shopify-flow	Flow generation through natural language: An agentic modeling approach (2026) - Shopify
MARKDOWN	https://reiner-flashcards.vercel.app/	Dwarkesh Podcast Flashcards
MARKDOWN	https://github.com/amitshekhariitbhu/llm-internals	GitHub - amitshekhariitbhu/llm-internals: Learn LLM internals step by step - from tokenization to attention to inference optimization. · GitHub
MARKDOWN	https://leoniemonigatti.com/blog/fine-tuning-lfm2-5-1-2b-instruct-with-grpo.html	Fine-tuning LFM2.5-1.2B-Instruct with GRPO – Leonie Monigatti
MARKDOWN	https://book.theaiedge.io/	The Big Book of LLMs
MARKDOWN	https://github.com/walkinglabs/hands-on-modern-rl	GitHub - walkinglabs/hands-on-modern-rl: 🚀 An open-source, hands-on curriculum bridging the gap from basic RL concepts to LLM alignment, RLVR, and advanced Agentic systems. · GitHub
MARKDOWN	https://omlx.ai/	oMLX — LLM inference, optimized for your Mac
MARKDOWN	https://huggingface.co/context-course	context-course (Hugging Face Context Course)
MARKDOWN	https://modal.com/blog/truly-serverless-gpus	How we achieved truly serverless GPUs
MARKDOWN	https://www.datadoghq.com/blog/ai/toto-2/	Toto 2.0: Time series forecasting enters the scaling era | Datadog
MARKDOWN	https://akyrillidis.github.io/aiowls/adapad.html	From PCA to LoRA · AI-OWLS
MARKDOWN	https://github.com/walkinglabs/hands-on-modern-rl/releases/tag/v0.1.5	Release Hands-On Modern RL Open Textbook v0.1.5 · walkinglabs/hands-on-modern-rl · GitHub
MARKDOWN	https://rl-production.vizuara.ai/	Reinforcement Learning in Production — Vizuara AI Labs
MARKDOWN	https://ai-engineer.harshhh.me/	AI Engineer Roadmap — From Math to Production
MARKDOWN	https://magazine.sebastianraschka.com/p/recent-developments-in-llm-architectures	Recent Developments in LLM Architectures: KV Sharing, mHC, and Compressed Attention
SKIP-DUP	https://vizuaraai.github.io/convolution-musical-journey/book.html	
MARKDOWN	https://www.tensortonic.com/llm-internals/kv-cache	KV Cache in LLMs Explained: How Transformers Make Inference Fast | TensorTonic
MARKDOWN	https://github.com/Mog9/research-papers	GitHub - Mog9/research-papers: Research implementations focused on inference efficiency and model optimization. Includes custom Triton kernels, LoRA, knowledge distillation pipelines, and more. · GitHub
BOOKMARK	https://x.com/theahmadosman/status/2057183854444843202?s=12	Ahmad on X: "https://t.co/kvDM29hgTL" / X
MARKDOWN	https://huggingface.co/blog/modernbert	Finally, a Replacement for BERT: Introducing ModernBERT
MARKDOWN	https://simonwillison.net/2024/Dec/24/modernbert/	Finally, a replacement for BERT: Introducing ModernBERT
MARKDOWN	https://www.philschmid.de/fine-tune-modern-bert-in-2025	Fine-tune classifier with ModernBERT in 2025
MARKDOWN	https://drchrislevy.github.io/posts/modern_bert/modern_bert.html	Site not found · GitHub Pages
MARKDOWN	https://github.com/andysingal/llm-course/blob/main/llama_finetune/README.md	Rate limit · GitHub
MARKDOWN	https://ollama.com/library/llama3	llama3
MARKDOWN	https://ollama.com/library/llama3.3	llama3.3
SKIP-DUP	https://github.com/cfregly/ai-performance-engineering	
MARKDOWN	https://bytesofintelligence.substack.com/p/maximizing-gpu-efficiency-the-battle?utm_source=post-banner&utm_medium=web&utm_campaign=posts-open-in-app&triedRedirect=true	Maximizing GPU Efficiency: The Battle of Inference Methods
MARKDOWN	https://modal.com/blog/qart-codes-evals	How we used evals and inference-time compute scaling to generate beautiful QR codes that actually work
MARKDOWN	https://huggingface.co/learn/llm-course/chapter3/1	Introduction · Hugging Face
MARKDOWN	https://docs.unsloth.ai/get-started/fine-tuning-guide/lora-hyperparameters-guide	LoRA fine-tuning Hyperparameters Guide | Unsloth Documentation
MARKDOWN	https://medium.com/@atharv6f_47401/wordpiece-tokenization-a-bpe-variant-73cc48865cbf	Medium
MARKDOWN	https://sebastianraschka.com/blog/2025/bpe-from-scratch.html	BPE Tokenizer From Scratch | Sebastian Raschka, PhD
MARKDOWN	https://huggingface.co/learn/llm-course/en/chapter6/5	Byte-Pair Encoding tokenization · Hugging Face
MARKDOWN	https://docs.unsloth.ai/tutorials/how-to-finetune-llama-3-and-export-to-ollama	Tutorial: How to Finetune Llama-3 and Use In Ollama | Unsloth Documentation
MARKDOWN	https://docs.unsloth.ai/basics/gemma-3n-how-to-run-and-fine-tune#fixes-for-gemma-3n	Gemma 3n: How to Run & Fine-tune | Unsloth Documentation
MARKDOWN	https://github.com/huggingface/huggingface-gemma-recipes	GitHub - huggingface/huggingface-gemma-recipes: Inference, Fine Tuning and many more recipes with Gemma family of models · GitHub
MARKDOWN	https://ai.google.dev/gemma/docs/core/prompt-structure	Gemma formatting and system instructions | Google AI for Developers
MARKDOWN	https://www.kaggle.com/code/danielhanchen/gemma-3n-4b-multimodal-finetuning-inference	gemma-3n-4b-multimodal-finetuning-inference
MARKDOWN	https://docs.unsloth.ai/basics/tutorials-how-to-fine-tune-and-run-llms	Large language model (LLMs) Tutorials | Unsloth Documentation
MARKDOWN	https://towardsdatascience.com/how-to-finetune-small-language-models-to-think-with-reinforcement-learning/	How to Fine-Tune Small Language Models to Think with Reinforcement Learning | Towards Data Science
MARKDOWN	https://cookbook.openai.com/articles/gpt-oss/fine-tune-transfomers	Fine-tuning with gpt-oss and Hugging Face Transformers
BOOKMARK	https://youtu.be/oZoy79S-edw?si=Azs4u-aLOGYeV8V6	GPT OSS Release, Inference and Fine tuning - YouTube
MARKDOWN	https://docs.unsloth.ai/get-started/fine-tuning-llms-guide?utm_source=perplexity	Fine-tuning LLMs Guide | Unsloth Documentation
MARKDOWN	https://docs.unsloth.ai/basics/gpt-oss-how-to-run-and-fine-tune	gpt-oss: How to Run Guide | Unsloth Documentation
BOOKMARK	https://colab.research.google.com/github/unslothai/notebooks/blob/main/nb/gpt-oss-(20B	Google Colab
MARKDOWN	https://huggingface.co/papers/2507.04009	Paper page - Easy Dataset: A Unified and Extensible Framework for Synthesizing LLM Fine-Tuning Data from Unstructured Documents
BOOKMARK	https://colab.research.google.com/github/unslothai/notebooks/blob/main/nb/OpenEnv_gpt_oss_(20B	Google Colab
MARKDOWN	https://machinelearningmastery.com/the-machine-learning-practitioners-guide-to-fine-tuning-language-models/	The Machine Learning Practitioner's Guide to Fine-Tuning Language Models - MachineLearningMastery.com
MARKDOWN	https://github.com/merveenoyan/smol-vision	GitHub - merveenoyan/smol-vision: Recipes for shrinking, optimizing, customizing cutting edge vision models. 💜 · GitHub
MARKDOWN	https://developer.nvidia.com/blog/train-an-llm-on-an-nvidia-blackwell-desktop-with-unsloth-and-scale-it/	Train an LLM on NVIDIA Blackwell with Unsloth—and Scale for Production | NVIDIA Technical Blog
MARKDOWN	https://docs.unsloth.ai/models/qwen3-vl-run-and-fine-tune	Qwen3-VL: How to Run Guide | Unsloth Documentation
MARKDOWN	https://huggingface.co/learn/smol-course/unit0/1	Welcome to the 🤗 smol-course · Hugging Face
MARKDOWN	https://modal.com/notebooks/modal-labs/_/nb-x2wXrLH7aqi7HGVQ8Fosh2	Inside vLLM - Anatomy of a High-Throughput LLM Inference System | Modal Notebooks
SKIP-DUP	https://thinkingmachines.ai/blog/defeating-nondeterminism-in-llm-inference/	
MARKDOWN	https://roboflow.com/open-source	Open Source at Roboflow
MARKDOWN	https://modal.com/docs/guide/volumes	Volumes | Modal Docs
MARKDOWN	https://docs.unsloth.ai/new/vision-reinforcement-learning-vlm-rl	Vision Reinforcement Learning (VLM RL) | Unsloth Documentation
MARKDOWN	https://fleetwood.dev/posts/domain-specific-architectures	Domain specific architectures for AI inference
MARKDOWN	https://arxiv.org/abs/2401.14489	[2401.14489] The Case for Co-Designing Model Architectures with Hardware
MARKDOWN	https://szymonozog.github.io/posts/2025-09-21-Penny-worklog-1.html	Writing my own communications library - a worklog of creating Penny part 1 | Szymon Ożóg
BOOKMARK	https://youtube.com/playlist?list=PLQxDHpeGU14BX9L83JMSoKHsdIjv98BGn&si=MmOccXVt8iAabla9	Complete LLM Finetuning - YouTube
MARKDOWN	https://maximerivest.com/posts/is_dspy_worth_it.html	Maxime Rivest – DSPy sounds neat, but is it reliable?
MARKDOWN	https://huggingface.co/Logics-MLLM/Logics-Parsing	Logics-MLLM/Logics-Parsing · Hugging Face
MARKDOWN	https://github.com/rasbt/reasoning-from-scratch/blob/main/ch03/01_main-chapter-code/ch03_main.ipynb	Rate limit · GitHub
MARKDOWN	https://thinkingmachines.ai/blog/lora/	LoRA Without Regret - Thinking Machines Lab
BOOKMARK	https://colab.research.google.com/drive/1bT5LWeO1gPL83GKUZsFeFEleHmEDEQRy	Google Colab
MARKDOWN	https://aiengineering.academy/LLM/ServerLessFinetuning/#core-concepts	Write Deep Learning Code Locally and Run on GPUs Instantly - AI Engineering Academy
MARKDOWN	https://magazine.sebastianraschka.com/p/llm-evaluation-4-approaches	Understanding the 4 Main Approaches to LLM Evaluation (From Scratch)
MARKDOWN	https://benanderson.work/blog/anatomy-of-finetuning-api/	Anatomy of a Modern Finetuning API
MARKDOWN	https://huggingface.co/docs/trl/main/en/lora_without_regret	LoRA Without Regret · Hugging Face
MARKDOWN	https://openai.com/index/introducing-agentkit/	Introducing AgentKit | OpenAI
MARKDOWN	https://www.deeplearning.ai/short-courses/post-training-of-llms/?utm_content=350521648&utm_medium=social&utm_source=twitter&hss_channel=tw-992153930095251456	Post-training of LLMs - DeepLearning.AI
MARKDOWN	https://github.com/SylphAI-Inc/LLM-engineer-handbook	GitHub - SylphAI-Inc/LLM-engineer-handbook: A curated list of Large Language Model resources, covering model training, serving, fine-tuning, and building LLM applications. · GitHub
